Processo,Classe,Assunto,Comarca,Ano,Especializada
0076737-29.2024.8.04.1000,Procedimento Comum,4a Parcela Escalonamento,Comarca de Manaus,2024.0,CPRAC - PPC
0077140-95.2024.8.04.1000,Procedimento Comum,Gratificação de curso,Comarca de Manaus,2024.0,CPRAC - PPC
0077175-55.2024.8.04.1000,Procedimento Comum,Gratificação de curso,Comarca de Manaus,2024.0,CPRAC - PPC
0077250-94.2024.8.04.1000,Procedimento Comum,Gratificação de curso,Comarca de Manaus,2024.0,CPRAC - PPC
0077287-24.2024.8.04.1000,Procedimento Comum,Gratificação de curso,Comarca de Manaus,2024.0,CPRAC - PPC
0053998-62.2024.8.04.1000,Procedimento Comum,Retroativo de escalonamento,Comarca de Manaus,2024.0,CPRAC - PPC
0077337-50.2024.8.04.1000,Procedimento Comum,Diferença de remuneração,Comarca de Manaus,2024.0,CPRAC - PPC
0054012-46.2024.8.04.1000,Procedimento Comum,4a Parcela Escalonamento,Comarca de Manaus,2024.0,CPRAC - PPC
0077351-34.2024.8.04.1000,Procedimento Comum,Gratificação de curso,Comarca de Manaus,2024.0,CPRAC - PPC
0055023-13.2024.8.04.1000,Procedimento Comum,Gratificação de curso,Comarca de Manaus,2024.0,CPRAC - PPC
0077356-56.2024.8.04.1000,Procedimento Comum,Gratificação de curso,Comarca de Manaus,2024.0,CPRAC - PPC
0077501-15.2024.8.04.1000,Procedimento Comum,3a Parcela Escalonamento,Comarca de Manaus,2024.0,CPRAC - PPC
0077506-37.2024.8.04.1000,Procedimento Comum,3a Parcela Escalonamento,Comarca de Manaus,2024.0,CPRAC - PPC
0077507-22.2024.8.04.1000,Procedimento Comum,4a Parcela Escalonamento,Comarca de Manaus,2024.0,CPRAC - PPC
0077508-07.2024.8.04.1000,Procedimento Comum,3a Parcela Escalonamento,Comarca de Manaus,2024.0,CPRAC - PPC
0077509-89.2024.8.04.1000,Procedimento Comum,4a Parcela Escalonamento,Comarca de Manaus,2024.0,CPRAC - PPC
0077511-59.2024.8.04.1000,Procedimento Comum,3a Parcela Escalonamento,Comarca de Manaus,2024.0,CPRAC - PPC
0077512-44.2024.8.04.1000,Procedimento Comum,4a Parcela Escalonamento,Comarca de Manaus,2024.0,CPRAC - PPC
0077513-29.2024.8.04.1000,Procedimento Comum,3a Parcela Escalonamento,Comarca de Manaus,2024.0,CPRAC - PPC
0077515-96.2024.8.04.1000,Procedimento Comum,4a Parcela Escalonamento,Comarca de Manaus,2024.0,CPRAC - PPC
0077516-81.2024.8.04.1000,Procedimento Comum,3a Parcela Escalonamento,Comarca de Manaus,2024.0,CPRAC - PPC
0077517-66.2024.8.04.1000,Procedimento Comum,4a Parcela Escalonamento,Comarca de Manaus,2024.0,CPRAC - PPC
0077518-51.2024.8.04.1000,Procedimento Comum,3a Parcela Escalonamento,Comarca de Manaus,2024.0,CPRAC - PPC
0077519-36.2024.8.04.1000,Procedimento Comum,4a Parcela Escalonamento,Comarca de Manaus,2024.0,CPRAC - PPC
0077521-06.2024.8.04.1000,Procedimento Comum,3a Parcela Escalonamento,Comarca de Manaus,2024.0,CPRAC - PPC
0077523-73.2024.8.04.1000,Procedimento Comum,4a Parcela Escalonamento,Comarca de Manaus,2024.0,CPRAC - PPC
0077531-50.2024.8.04.1000,Procedimento Comum,3a Parcela Escalonamento,Comarca de Manaus,2024.0,CPRAC - PPC
0077532-35.2024.8.04.1000,Procedimento Comum,4a Parcela Escalonamento,Comarca de Manaus,2024.0,CPRAC - PPC
0077533-20.2024.8.04.1000,Procedimento Comum,3a Parcela Escalonamento,Comarca de Manaus,2024.0,CPRAC - PPC
0077534-05.2024.8.04.1000,Procedimento Comum,4a Parcela Escalonamento,Comarca de Manaus,2024.0,CPRAC - PPC
0077535-87.2024.8.04.1000,Procedimento Comum,3a Parcela Escalonamento,Comarca de Manaus,2024.0,CPRAC - PPC
0077536-72.2024.8.04.1000,Procedimento Comum,4a Parcela Escalonamento,Comarca de Manaus,2024.0,CPRAC - PPC
0077599-97.2024.8.04.1000,Procedimento Comum,4a Parcela Escalonamento,Comarca de Manaus,2024.0,CPRAC - PPC
0077598-15.2024.8.04.1000,Procedimento Comum,3a Parcela Escalonamento,Comarca de Manaus,2024.0,CPRAC - PPC
0077597-30.2024.8.04.1000,Procedimento Comum,4a Parcela Escalonamento,Comarca de Manaus,2024.0,CPRAC - PPC
0077595-60.2024.8.04.1000,Procedimento Comum,3a Parcela Escalonamento,Comarca de Manaus,2024.0,CPRAC - PPC
0077537-57.2024.8.04.1000,Procedimento Comum,3a Parcela Escalonamento,Comarca de Manaus,2024.0,CPRAC - PPC
0077593-90.2024.8.04.1000,Procedimento Comum,4a Parcela Escalonamento,Comarca de Manaus,2024.0,CPRAC - PPC
0077538-42.2024.8.04.1000,Procedimento Comum,4a Parcela Escalonamento,Comarca de Manaus,2024.0,CPRAC - PPC
0077591-23.2024.8.04.1000,Procedimento Comum,4a Parcela Escalonamento,Comarca de Manaus,2024.0,CPRAC - PPC
0077539-27.2024.8.04.1000,Procedimento Comum,3a Parcela Escalonamento,Comarca de Manaus,2024.0,CPRAC - PPC
0077589-53.2024.8.04.1000,Procedimento Comum,3a Parcela Escalonamento,Comarca de Manaus,2024.0,CPRAC - PPC
0077540-12.2024.8.04.1000,Procedimento Comum,4a Parcela Escalonamento,Comarca de Manaus,2024.0,CPRAC - PPC
0077586-98.2024.8.04.1000,Procedimento Comum,4a Parcela Escalonamento,Comarca de Manaus,2024.0,CPRAC - PPC
0077585-16.2024.8.04.1000,Procedimento Comum,3a Parcela Escalonamento,Comarca de Manaus,2024.0,CPRAC - PPC
0077544-49.2024.8.04.1000,Procedimento Comum,3a Parcela Escalonamento,Comarca de Manaus,2024.0,CPRAC - PPC
0077584-31.2024.8.04.1000,Procedimento Comum,4a Parcela Escalonamento,Comarca de Manaus,2024.0,CPRAC - PPC
0077583-46.2024.8.04.1000,Procedimento Comum,3a Parcela Escalonamento,Comarca de Manaus,2024.0,CPRAC - PPC
0077579-09.2024.8.04.1000,Procedimento Comum,3a Parcela Escalonamento,Comarca de Manaus,2024.0,CPRAC - PPC
0077545-34.2024.8.04.1000,Procedimento Comum,4a Parcela Escalonamento,Comarca de Manaus,2024.0,CPRAC - PPC
0077560-03.2024.8.04.1000,Procedimento Comum,4a Parcela Escalonamento,Comarca de Manaus,2024.0,CPRAC - PPC
0077558-33.2024.8.04.1000,Procedimento Comum,3a Parcela Escalonamento,Comarca de Manaus,2024.0,CPRAC - PPC
0077547-04.2024.8.04.1000,Procedimento Comum,Gratificação de curso,Comarca de Manaus,2024.0,CPRAC - PPC
0077555-78.2024.8.04.1000,Procedimento Comum,4a Parcela Escalonamento,Comarca de Manaus,2024.0,CPRAC - PPC
0077551-41.2024.8.04.1000,Procedimento Comum,3a Parcela Escalonamento,Comarca de Manaus,2024.0,CPRAC - PPC
0077548-86.2024.8.04.1000,Procedimento Comum,Gratificação de curso,Comarca de Manaus,2024.0,CPRAC - PPC
0087080-84.2024.8.04.1000,Reclamação Pré-processual,3a Parcela Escalonamento,Comarca de Manaus,2024.0,CPRAC - PPC
0087084-24.2024.8.04.1000,Reclamação Pré-processual,3a Parcela Escalonamento,Comarca de Manaus,2024.0,CPRAC - PPC
0087089-46.2024.8.04.1000,Reclamação Pré-processual,3a Parcela Escalonamento,Comarca de Manaus,2024.0,CPRAC - PPC
0087170-92.2024.8.04.1000,Reclamação Pré-processual,4a Parcela Escalonamento,Comarca de Manaus,2024.0,CPRAC - PPC
0087184-76.2024.8.04.1000,Reclamação Pré-processual,4a Parcela Escalonamento,Comarca de Manaus,2024.0,CPRAC - PPC
0087096-38.2024.8.04.1000,Reclamação Pré-processual,4a Parcela Escalonamento,Comarca de Manaus,2024.0,CPRAC - PPC
0087174-32.2024.8.04.1000,Reclamação Pré-processual,3a Parcela Escalonamento,Comarca de Manaus,2024.0,CPRAC - PPC
0087118-96.2024.8.04.1000,Reclamação Pré-processual,3a Parcela Escalonamento,Comarca de Manaus,2024.0,CPRAC - PPC
0076679-26.2024.8.04.1000,Reclamação Pré-processual,4a Parcela Escalonamento,Comarca de Manaus,2024.0,CPRAC - PPC
0053942-29.2024.8.04.1000,Cumprimento de Sentença,Gratificação de curso,Comarca de Manaus,2024.0,CPRAC - PPC
0073055-66.2024.8.04.1000,Reclamação Pré-processual,Gratificação de curso,Comarca de Manaus,2024.0,CPRAC - PPC
0465603-27.2024.8.04.0001,Procedimento Comum,Abono de permanência em serviço,Comarca de Manaus,2024.0,CPRAC - PPC
0093082-70.2024.8.04.1000,Reclamação Pré-processual,4a Parcela Escalonamento,Comarca de Manaus,2024.0,CPRAC - PPC
0094961-15.2024.8.04.1000,Reclamação Pré-processual,3a Parcela Escalonamento,Comarca de Manaus,2024.0,CPRAC - PPC
0095017-48.2024.8.04.1000,Reclamação Pré-processual,4a Parcela Escalonamento,Comarca de Manaus,2024.0,CPRAC - PPC
0094935-17.2024.8.04.1000,Reclamação Pré-processual,3a Parcela Escalonamento,Comarca de Manaus,2024.0,CPRAC - PPC
0076622-08.2024.8.04.1000,Reclamação Pré-processual,3a Parcela Escalonamento,Comarca de Manaus,2024.0,CPRAC - PPC
0092932-89.2024.8.04.1000,Reclamação Pré-processual,3a Parcela Escalonamento,Comarca de Manaus,2024.0,CPRAC - PPC
0054936-57.2024.8.04.1000,Cumprimento de Sentença,Gratificação de curso,Comarca de Manaus,2024.0,CPRAC - PPC
0079201-26.2024.8.04.1000,Reclamação Pré-processual,4a Parcela Escalonamento,Comarca de Manaus,2024.0,CPRAC - PPC
0076655-95.2024.8.04.1000,Reclamação Pré-processual,3a Parcela Escalonamento,Comarca de Manaus,2024.0,CPRAC - PPC
0076663-72.2024.8.04.1000,Reclamação Pré-processual,4a Parcela Escalonamento,Comarca de Manaus,2024.0,CPRAC - PPC
0076606-54.2024.8.04.1000,Reclamação Pré-processual,4a Parcela Escalonamento,Comarca de Manaus,2024.0,CPRAC - PPC
0076686-18.2024.8.04.1000,Reclamação Pré-processual,3a Parcela Escalonamento,Comarca de Manaus,2024.0,CPRAC - PPC
0076690-55.2024.8.04.1000,Reclamação Pré-processual,4a Parcela Escalonamento,Comarca de Manaus,2024.0,CPRAC - PPC
0076701-84.2024.8.04.1000,Reclamação Pré-processual,3a Parcela Escalonamento,Comarca de Manaus,2024.0,CPRAC - PPC
0058352-33.2024.8.04.1000,Cumprimento de Sentença,Gratificação de curso,Comarca de Manaus,2024.0,CPRAC - PPC
0103196-68.2024.8.04.1000,Reclamação Pré-processual,Data base de servidor público,Comarca de Manaus,2024.0,CPRAC - PPC
0107802-42.2024.8.04.1000,Reclamação Pré-processual,Data base de servidor público,Comarca de Manaus,2024.0,CPRAC - PPC
0105816-53.2024.8.04.1000,Reclamação Pré-processual,Data base de servidor público,Comarca de Manaus,2024.0,CPRAC - PPC
0106015-75.2024.8.04.1000,Reclamação Pré-processual,Data base de servidor público,Comarca de Manaus,2024.0,CPRAC - PPC
0104121-64.2024.8.04.1000,Reclamação Pré-processual,Gratificação de curso,Comarca de Manaus,2024.0,CPRAC - PPC
0105883-18.2024.8.04.1000,Reclamação Pré-processual,Data base de servidor público,Comarca de Manaus,2024.0,CPRAC - PPC
0104914-03.2024.8.04.1000,Reclamação Pré-processual,Data base de servidor público,Comarca de Manaus,2024.0,CPRAC - PPC
0106529-28.2024.8.04.1000,Reclamação Pré-processual,Data base de servidor público,Comarca de Manaus,2024.0,CPRAC - PPC
0105784-48.2024.8.04.1000,Reclamação Pré-processual,Data base de servidor público,Comarca de Manaus,2024.0,CPRAC - PPC
0105890-10.2024.8.04.1000,Reclamação Pré-processual,Data base de servidor público,Comarca de Manaus,2024.0,CPRAC - PPC
0105735-07.2024.8.04.1000,Reclamação Pré-processual,Data base de servidor público,Comarca de Manaus,2024.0,CPRAC - PPC
0104199-58.2024.8.04.1000,Reclamação Pré-processual,Gratificação de curso,Comarca de Manaus,2024.0,CPRAC - PPC
0106082-40.2024.8.04.1000,Reclamação Pré-processual,Data base de servidor público,Comarca de Manaus,2024.0,CPRAC - PPC
0106348-27.2024.8.04.1000,Reclamação Pré-processual,Data base de servidor público,Comarca de Manaus,2024.0,CPRAC - PPC
0093205-68.2024.8.04.1000,Reclamação Pré-processual,Promoção de Investigador de Polícia,Comarca de Manaus,2024.0,CPRAC - PPC
0117063-31.2024.8.04.1000,Reclamação Pré-processual,3a Parcela Escalonamento,Comarca de Manaus,2024.0,CPRAC - PPC
0120016-65.2024.8.04.1000,Reclamação Pré-processual,Promoção de Investigador de Polícia,Comarca de Manaus,2024.0,CPRAC - PPC
0116827-79.2024.8.04.1000,Reclamação Pré-processual,Promoção de Investigador de Polícia,Comarca de Manaus,2024.0,CPRAC - PPC
0117025-19.2024.8.04.1000,Reclamação Pré-processual,Gratificação de curso,Comarca de Manaus,2024.0,CPRAC - PPC
0119696-15.2024.8.04.1000,Reclamação Pré-processual,4a Parcela Escalonamento,Comarca de Manaus,2024.0,CPRAC - PPC
0118847-43.2024.8.04.1000,Reclamação Pré-processual,Abono de permanência em serviço,Comarca de Manaus,2024.0,CPRAC - PPC
0118885-55.2024.8.04.1000,Reclamação Pré-processual,4a Parcela Escalonamento,Comarca de Manaus,2024.0,CPRAC - PPC
0118863-94.2024.8.04.1000,Reclamação Pré-processual,3a Parcela Escalonamento,Comarca de Manaus,2024.0,CPRAC - PPC
0076698-32.2024.8.04.1000,Reclamação Pré-processual,4a Parcela Escalonamento,Comarca de Manaus,2024.0,CPRAC - PPC
0076577-04.2024.8.04.1000,Cumprimento de Sentença,Gratificação de curso,Comarca de Manaus,2024.0,CPRAC - PPC
0117188-96.2024.8.04.1000,Reclamação Pré-processual,4a Parcela Escalonamento,Comarca de Manaus,2024.0,CPRAC - PPC
0116942-03.2024.8.04.1000,Reclamação Pré-processual,Gratificação de curso,Comarca de Manaus,2024.0,CPRAC - PPC
0016560-65.2025.8.04.1000,Reclamação Pré-processual,4a Parcela Escalonamento,Comarca de Manaus,2025.0,CPRAC - PPC
0016683-63.2025.8.04.1000,Reclamação Pré-processual,Data base de servidor público,Comarca de Manaus,2025.0,CPRAC - PPC
0016039-23.2025.8.04.1000,Reclamação Pré-processual,Abono de permanência em serviço,Comarca de Manaus,2025.0,CPRAC - PPC
0004837-49.2025.8.04.1000,Reclamação Pré-processual,Gratificação de curso,Comarca de Manaus,2025.0,CPRAC - PPC
0016825-67.2025.8.04.1000,Reclamação Pré-processual,Data base de servidor público,Comarca de Manaus,2025.0,CPRAC - PPC
0016380-49.2025.8.04.1000,Reclamação Pré-processual,4a Parcela Escalonamento,Comarca de Manaus,2025.0,CPRAC - PPC
0017921-20.2025.8.04.1000,Reclamação Pré-processual,Data base de servidor público,Comarca de Manaus,2025.0,CPRAC - PPC
0037799-28.2025.8.04.1000,Reclamação Pré-processual,4a Parcela Escalonamento,Comarca de Manaus,2025.0,CPRAC - PPC
0018155-02.2025.8.04.1000,Reclamação Pré-processual,Data base de servidor público,Comarca de Manaus,2025.0,CPRAC - PPC
0047362-46.2025.8.04.1000,Reclamação Pré-processual,Diferença de remuneração,Comarca de Manaus,2025.0,CPRAC - PPC
0018900-79.2025.8.04.1000,Reclamação Pré-processual,3a Parcela Escalonamento,Comarca de Manaus,2025.0,CPRAC - PPC
0105652-88.2024.8.04.1000,Reclamação Pré-processual,Data base de servidor público,Comarca de Manaus,2024.0,CPRAC - PPC
0051340-31.2025.8.04.1000,Reclamação Pré-processual,4a Parcela Escalonamento,Comarca de Manaus,2025.0,CPRAC - PPC
0007447-87.2025.8.04.1000,Reclamação Pré-processual,Promoção,Comarca de Manaus,2025.0,CPRAC - PPC
0119740-34.2024.8.04.1000,Reclamação Pré-processual,Data base de servidor público,Comarca de Manaus,2024.0,CPRAC - PPC
0064492-49.2025.8.04.1000,Reclamação Pré-processual,Abono de permanência em serviço,Comarca de Manaus,2025.0,CPRAC - PPC
0064615-47.2025.8.04.1000,Reclamação Pré-processual,3a Parcela Escalonamento,Comarca de Manaus,2025.0,CPRAC - PPC
0065080-56.2025.8.04.1000,Reclamação Pré-processual,Gratificação de curso,Comarca de Manaus,2025.0,CPRAC - PPC
0124593-86.2024.8.04.1000,Reclamação Pré-processual,3a Parcela Escalonamento,Comarca de Manaus,2024.0,CPRAC - PPC
0067470-96.2025.8.04.1000,Reclamação Pré-processual,Data base de servidor público,Comarca de Manaus,2025.0,CPRAC - PPC
0073695-35.2025.8.04.1000,Reclamação Pré-processual,Abono de permanência em serviço,Comarca de Manaus,2025.0,CPRAC - PPC
0067076-89.2025.8.04.1000,Reclamação Pré-processual,Data base de servidor público,Comarca de Manaus,2025.0,CPRAC - PPC
0067336-69.2025.8.04.1000,Reclamação Pré-processual,Data base de servidor público,Comarca de Manaus,2025.0,CPRAC - PPC
0067106-27.2025.8.04.1000,Reclamação Pré-processual,Data base de servidor público,Comarca de Manaus,2025.0,CPRAC - PPC
0066389-15.2025.8.04.1000,Reclamação Pré-processual,Data base de servidor público,Comarca de Manaus,2025.0,CPRAC - PPC
0067313-26.2025.8.04.1000,Reclamação Pré-processual,Data base de servidor público,Comarca de Manaus,2025.0,CPRAC - PPC
0067189-43.2025.8.04.1000,Reclamação Pré-processual,Data base de servidor público,Comarca de Manaus,2025.0,CPRAC - PPC
0067120-11.2025.8.04.1000,Reclamação Pré-processual,Data base de servidor público,Comarca de Manaus,2025.0,CPRAC - PPC
0073977-73.2025.8.04.1000,Reclamação Pré-processual,Data base de servidor público,Comarca de Manaus,2025.0,CPRAC - PPC
0073760-30.2025.8.04.1000,Reclamação Pré-processual,Data base de servidor público,Comarca de Manaus,2025.0,CPRAC - PPC
0065162-87.2025.8.04.1000,Reclamação Pré-processual,Gratificação de curso,Comarca de Manaus,2025.0,CPRAC - PPC
0067134-92.2025.8.04.1000,Reclamação Pré-processual,Data base de servidor público,Comarca de Manaus,2025.0,CPRAC - PPC
0037676-30.2025.8.04.1000,Reclamação Pré-processual,Data base de servidor público,Comarca de Manaus,2025.0,CPRAC - PPC
0067209-34.2025.8.04.1000,Reclamação Pré-processual,Data base de servidor público,Comarca de Manaus,2025.0,CPRAC - PPC
0067280-36.2025.8.04.1000,Reclamação Pré-processual,Data base de servidor público,Comarca de Manaus,2025.0,CPRAC - PPC
0066562-39.2025.8.04.1000,Reclamação Pré-processual,Data base de servidor público,Comarca de Manaus,2025.0,CPRAC - PPC
0066470-61.2025.8.04.1000,Reclamação Pré-processual,Data base de servidor público,Comarca de Manaus,2025.0,CPRAC - PPC
0067526-32.2025.8.04.1000,Reclamação Pré-processual,Data base de servidor público,Comarca de Manaus,2025.0,CPRAC - PPC
0068919-89.2025.8.04.1000,Reclamação Pré-processual,Data base de servidor público,Comarca de Manaus,2025.0,CPRAC - PPC
0067378-21.2025.8.04.1000,Reclamação Pré-processual,Data base de servidor público,Comarca de Manaus,2025.0,CPRAC - PPC
0069136-35.2025.8.04.1000,Reclamação Pré-processual,Gratificação de curso,Comarca de Manaus,2025.0,CPRAC - PPC
0067552-30.2025.8.04.1000,Reclamação Pré-processual,Data base de servidor público,Comarca de Manaus,2025.0,CPRAC - PPC
0067559-22.2025.8.04.1000,Reclamação Pré-processual,Data base de servidor público,Comarca de Manaus,2025.0,CPRAC - PPC
0067493-42.2025.8.04.1000,Reclamação Pré-processual,Data base de servidor público,Comarca de Manaus,2025.0,CPRAC - PPC
0068859-19.2025.8.04.1000,Reclamação Pré-processual,Data base de servidor público,Comarca de Manaus,2025.0,CPRAC - PPC
0069098-23.2025.8.04.1000,Reclamação Pré-processual,Gratificação de curso,Comarca de Manaus,2025.0,CPRAC - PPC
0067234-47.2025.8.04.1000,Reclamação Pré-processual,Data base de servidor público,Comarca de Manaus,2025.0,CPRAC - PPC
